ID_Venta,Fecha,Mes,Mes_Nombre,Trimestre,Día_Semana,ID_Cliente,Cliente,Tipo_Cliente,Ruta,Municipio,Zona,Vendedor,Producto,Categoría,Cantidad_Cajas,Precio_Caja,Costo_Caja,Descuento_%,Precio_Final,Total_Venta,Costo_Total,Utilidad
V00968,2023-03-25,3,March,T1,Saturday,C081,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Barrio La Esperanza,Carlos Martínez,Costeña x30,Cerveza,7,60000,47000,0,60000.0,420000.0,329000,91000.0
V00969,2023-03-25,3,March,T1,Saturday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Póker Lata x30,Cerveza,8,70000,56000,2,68600.0,548800.0,448000,100800.0
V00970,2023-03-25,3,March,T1,Saturday,C105,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Costeña Litro x12,Cerveza,6,55000,43000,2,53900.0,323400.0,258000,65400.0
V00971,2023-03-25,3,March,T1,Saturday,C075,Restaurante Don Jorge,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Luis Hernández,Malta Leona x30,Malta,4,46000,35000,2,45080.0,180320.0,140000,40320.0
V00972,2023-03-25,3,March,T1,Saturday,C052,Superete La Pola,Superete,Ruta La Unión,La Unión,Vereda La Victoria,Luis Hernández,Agua Cristal 1.5L x12,Agua,3,28000,19000,0,28000.0,84000.0,57000,27000.0
V00973,2023-03-25,3,March,T1,Saturday,C099,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Póker Lata x30,Cerveza,10,70000,56000,2,68600.0,686000.0,560000,126000.0
V00974,2023-03-27,3,March,T1,Monday,C094,Minimercado La Esquina,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Carlos Martínez,Águila Lata x30,Cerveza,1,72000,58000,5,68400.0,68400.0,58000,10400.0
V00975,2023-03-27,3,March,T1,Monday,C062,Restaurante La Esquina,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Águila Botella x30,Cerveza,9,68000,54000,5,64600.0,581400.0,486000,95400.0
V00976,2023-03-27,3,March,T1,Monday,C046,Minimercado Don Jorge,Minimercado,Ruta La Unión,La Unión,Vereda El Paraíso,Luis Hernández,Electrolit x12,Electrolit,5,55000,40000,2,53900.0,269500.0,200000,69500.0
V00977,2023-03-27,3,March,T1,Monday,C006,Bar/Estadero El Pariente,Bar/Estadero,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Costeña Litro x12,Cerveza,7,55000,43000,0,55000.0,385000.0,301000,84000.0
V00978,2023-03-27,3,March,T1,Monday,C029,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Agua Cristal 1.5L x12,Agua,5,28000,19000,0,28000.0,140000.0,95000,45000.0
V00979,2023-03-27,3,March,T1,Monday,C098,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Carlos Martínez,Agua Cristal 1.5L x12,Agua,7,28000,19000,0,28000.0,196000.0,133000,63000.0
V00980,2023-03-27,3,March,T1,Monday,C063,Bar/Estadero El Vecino,Bar/Estadero,Ruta La Unión,La Unión,Vereda Cañaveral,Jhon Pérez,Agua Cristal 600ml x24,Agua,8,22000,15000,2,21560.0,172480.0,120000,52480.0
V00981,2023-03-27,3,March,T1,Monday,C030,Bar/Estadero Don Jorge,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Agua Cristal 1.5L x12,Agua,3,28000,19000,0,28000.0,84000.0,57000,27000.0
V00982,2023-03-27,3,March,T1,Monday,C009,Superete El Pariente,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Carlos Martínez,Póker Botella x30,Cerveza,2,66000,52000,2,64680.0,129360.0,104000,25360.0
V00983,2023-03-27,3,March,T1,Monday,C034,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Vereda Palo Alto,Luis Hernández,Póker Botella x30,Cerveza,3,66000,52000,0,66000.0,198000.0,156000,42000.0
V00984,2023-03-27,3,March,T1,Monday,C048,Superete Don Jorge,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Jhon Pérez,Costeña x30,Cerveza,10,60000,47000,5,57000.0,570000.0,470000,100000.0
V00985,2023-03-27,3,March,T1,Monday,C086,Restaurante La Pola,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Carlos Martínez,Malta Leona x30,Malta,4,46000,35000,0,46000.0,184000.0,140000,44000.0
V00986,2023-03-27,3,March,T1,Monday,C027,Tienda El Paisa,Tienda,Ruta Caimito,Caimito,Vereda Las Flores,Andrés Díaz,Electrolit x12,Electrolit,2,55000,40000,0,55000.0,110000.0,80000,30000.0
V00987,2023-03-27,3,March,T1,Monday,C067,Tienda Don Jorge,Tienda,Ruta La Unión,La Unión,Vereda Cañaveral,Luis Hernández,Agua Cristal 600ml x24,Agua,4,22000,15000,2,21560.0,86240.0,60000,26240.0
V00988,2023-03-27,3,March,T1,Monday,C102,Bar/Estadero El Rincón,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Malta Leona x30,Malta,7,46000,35000,0,46000.0,322000.0,245000,77000.0
V00989,2023-03-27,3,March,T1,Monday,C047,Minimercado El Campesino,Minimercado,Ruta La Unión,La Unión,Vereda Mata de Caña,Luis Hernández,Águila Lata x30,Cerveza,3,72000,58000,2,70560.0,211680.0,174000,37680.0
V00990,2023-03-27,3,March,T1,Monday,C050,Superete El Rincón,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Luis Hernández,Póker Lata x30,Cerveza,9,70000,56000,0,70000.0,630000.0,504000,126000.0
V00991,2023-03-27,3,March,T1,Monday,C061,Superete Don Jorge,Superete,Ruta La Unión,La Unión,Vereda El Carmen,Luis Hernández,Águila Lata x30,Cerveza,3,72000,58000,0,72000.0,216000.0,174000,42000.0
V00992,2023-03-27,3,March,T1,Monday,C059,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Jhon Pérez,Agua Cristal 1.5L x12,Agua,7,28000,19000,2,27440.0,192080.0,133000,59080.0
V00993,2023-03-28,3,March,T1,Tuesday,C094,Minimercado La Esquina,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Carlos Martínez,Póker Lata x30,Cerveza,10,70000,56000,5,66500.0,665000.0,560000,105000.0
V00994,2023-03-28,3,March,T1,Tuesday,C085,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Jhon Pérez,Póker Lata x30,Cerveza,6,70000,56000,0,70000.0,420000.0,336000,84000.0
V00995,2023-03-28,3,March,T1,Tuesday,C106,Bar/Estadero El Pariente,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Luis Hernández,Póker Botella x30,Cerveza,7,66000,52000,0,66000.0,462000.0,364000,98000.0
V00996,2023-03-28,3,March,T1,Tuesday,C037,Bar/Estadero El Rincón,Bar/Estadero,Ruta Caimito,Caimito,Vereda Palo Alto,Andrés Díaz,Águila Botella x30,Cerveza,1,68000,54000,0,68000.0,68000.0,54000,14000.0
V00997,2023-03-28,3,March,T1,Tuesday,C011,Superete El Rincón,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Luis Hernández,Póker Lata x30,Cerveza,10,70000,56000,0,70000.0,700000.0,560000,140000.0
V00998,2023-03-28,3,March,T1,Tuesday,C028,Restaurante La Esquina,Restaurante,Ruta Caimito,Caimito,Vereda Las Flores,Jhon Pérez,Agua Cristal 600ml x24,Agua,10,22000,15000,2,21560.0,215600.0,150000,65600.0
V00999,2023-03-28,3,March,T1,Tuesday,C058,Bar/Estadero El Campesino,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Carmen,Jhon Pérez,Agua Cristal 1.5L x12,Agua,9,28000,19000,0,28000.0,252000.0,171000,81000.0
V01000,2023-03-28,3,March,T1,Tuesday,C078,Tienda La Pola,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Jhon Pérez,Agua Cristal 600ml x24,Agua,3,22000,15000,2,21560.0,64680.0,45000,19680.0
V01001,2023-03-28,3,March,T1,Tuesday,C061,Superete Don Jorge,Superete,Ruta La Unión,La Unión,Vereda El Carmen,Andrés Díaz,Malta Leona x30,Malta,7,46000,35000,2,45080.0,315560.0,245000,70560.0
V01002,2023-03-28,3,March,T1,Tuesday,C062,Restaurante La Esquina,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Andrés Díaz,Costeña x30,Cerveza,1,60000,47000,5,57000.0,57000.0,47000,10000.0
V01003,2023-03-28,3,March,T1,Tuesday,C022,Superete La Esquina,Superete,Ruta Caimito,Caimito,Vereda San Pedro,Carlos Martínez,Póker Botella x30,Cerveza,8,66000,52000,0,66000.0,528000.0,416000,112000.0
V01004,2023-03-28,3,March,T1,Tuesday,C029,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Andrés Díaz,Malta Pony x30,Malta,10,48000,36000,0,48000.0,480000.0,360000,120000.0
V01005,2023-03-28,3,March,T1,Tuesday,C107,Tienda El Pariente,Tienda,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Luis Hernández,Póker Lata x30,Cerveza,5,70000,56000,0,70000.0,350000.0,280000,70000.0
V01006,2023-03-28,3,March,T1,Tuesday,C053,Tienda El Pariente,Tienda,Ruta La Unión,La Unión,Vereda La Victoria,Andrés Díaz,Águila Botella x30,Cerveza,5,68000,54000,2,66640.0,333200.0,270000,63200.0
V01007,2023-03-28,3,March,T1,Tuesday,C077,Superete La Esquina,Superete,Ruta San Marcos,San Marcos,Barrio El Prado,Jhon Pérez,Club Colombia x24,Cerveza,4,85000,68000,0,85000.0,340000.0,272000,68000.0
V01008,2023-03-28,3,March,T1,Tuesday,C019,Tienda Doña Carmen,Tienda,Ruta Caimito,Caimito,Vereda Pueblito,Jhon Pérez,Malta Pony x30,Malta,9,48000,36000,0,48000.0,432000.0,324000,108000.0
V01009,2023-03-28,3,March,T1,Tuesday,C102,Bar/Estadero El Rincón,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Carlos Martínez,Costeña Litro x12,Cerveza,4,55000,43000,5,52250.0,209000.0,172000,37000.0
V01010,2023-03-28,3,March,T1,Tuesday,C075,Restaurante Don Jorge,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Luis Hernández,Costeña Litro x12,Cerveza,6,55000,43000,0,55000.0,330000.0,258000,72000.0
V01011,2023-03-28,3,March,T1,Tuesday,C099,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Carlos Martínez,Costeña Litro x12,Cerveza,10,55000,43000,0,55000.0,550000.0,430000,120000.0
V01012,2023-03-29,3,March,T1,Wednesday,C055,Minimercado El Rincón,Minimercado,Ruta La Unión,La Unión,Vereda La Victoria,Carlos Martínez,Agua Cristal 1.5L x12,Agua,9,28000,19000,0,28000.0,252000.0,171000,81000.0
V01013,2023-03-29,3,March,T1,Wednesday,C073,Restaurante La Pola,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Club Colombia x24,Cerveza,10,85000,68000,0,85000.0,850000.0,680000,170000.0
V01014,2023-03-29,3,March,T1,Wednesday,C047,Minimercado El Campesino,Minimercado,Ruta La Unión,La Unión,Vereda Mata de Caña,Jhon Pérez,Electrolit x12,Electrolit,3,55000,40000,5,52250.0,156750.0,120000,36750.0
V01015,2023-03-29,3,March,T1,Wednesday,C079,Tienda El Campesino,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Luis Hernández,Electrolit x12,Electrolit,4,55000,40000,0,55000.0,220000.0,160000,60000.0
V01016,2023-03-29,3,March,T1,Wednesday,C036,Minimercado El Vecino,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Andrés Díaz,Águila Botella x30,Cerveza,4,68000,54000,2,66640.0,266560.0,216000,50560.0
V01017,2023-03-29,3,March,T1,Wednesday,C088,Minimercado El Paisa,Minimercado,Ruta San Marcos,San Marcos,Vereda Buenavista,Jhon Pérez,Costeña x30,Cerveza,9,60000,47000,2,58800.0,529200.0,423000,106200.0
V01018,2023-03-29,3,March,T1,Wednesday,C051,Minimercado El Vecino,Minimercado,Ruta La Unión,La Unión,Vereda La Victoria,Jhon Pérez,Póker Lata x30,Cerveza,7,70000,56000,5,66500.0,465500.0,392000,73500.0
V01019,2023-03-29,3,March,T1,Wednesday,C097,Minimercado Don Jorge,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Andrés Díaz,Águila Botella x30,Cerveza,3,68000,54000,0,68000.0,204000.0,162000,42000.0
V01020,2023-03-29,3,March,T1,Wednesday,C027,Tienda El Paisa,Tienda,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Águila Botella x30,Cerveza,2,68000,54000,0,68000.0,136000.0,108000,28000.0
V01021,2023-03-29,3,March,T1,Wednesday,C053,Tienda El Pariente,Tienda,Ruta La Unión,La Unión,Vereda La Victoria,Jhon Pérez,Costeña x30,Cerveza,2,60000,47000,2,58800.0,117600.0,94000,23600.0
V01022,2023-03-29,3,March,T1,Wednesday,C071,Superete El Campesino,Superete,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Electrolit x12,Electrolit,7,55000,40000,0,55000.0,385000.0,280000,105000.0
V01023,2023-03-29,3,March,T1,Wednesday,C101,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Electrolit x12,Electrolit,10,55000,40000,0,55000.0,550000.0,400000,150000.0
V01024,2023-03-29,3,March,T1,Wednesday,C072,Tienda El Amigo,Tienda,Ruta San Marcos,San Marcos,San Marcos Centro,Jhon Pérez,Malta Leona x30,Malta,8,46000,35000,0,46000.0,368000.0,280000,88000.0
V01025,2023-03-29,3,March,T1,Wednesday,C062,Restaurante La Esquina,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Luis Hernández,Póker Botella x30,Cerveza,9,66000,52000,0,66000.0,594000.0,468000,126000.0
V01026,2023-03-29,3,March,T1,Wednesday,C023,Bar/Estadero La Esquina,Bar/Estadero,Ruta Caimito,Caimito,Vereda San Pedro,Luis Hernández,Águila Lata x30,Cerveza,10,72000,58000,2,70560.0,705600.0,580000,125600.0
V01027,2023-03-29,3,March,T1,Wednesday,C048,Superete Don Jorge,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Jhon Pérez,Malta Pony x30,Malta,3,48000,36000,5,45600.0,136800.0,108000,28800.0
V01028,2023-03-30,3,March,T1,Thursday,C031,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Jhon Pérez,Agua Cristal 1.5L x12,Agua,1,28000,19000,5,26600.0,26600.0,19000,7600.0
V01029,2023-03-30,3,March,T1,Thursday,C084,Superete El Paisa,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Carlos Martínez,Águila Botella x30,Cerveza,9,68000,54000,0,68000.0,612000.0,486000,126000.0
V01030,2023-03-30,3,March,T1,Thursday,C001,Tienda El Pariente,Tienda,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Costeña x30,Cerveza,5,60000,47000,0,60000.0,300000.0,235000,65000.0
V01031,2023-03-30,3,March,T1,Thursday,C021,Tienda La Pola,Tienda,Ruta Caimito,Caimito,Vereda San Pedro,Jhon Pérez,Agua Cristal 600ml x24,Agua,7,22000,15000,2,21560.0,150920.0,105000,45920.0
V01032,2023-03-30,3,March,T1,Thursday,C012,Minimercado La Pola,Minimercado,Ruta Caimito,Caimito,Vereda El Palmar,Jhon Pérez,Club Colombia x24,Cerveza,3,85000,68000,0,85000.0,255000.0,204000,51000.0
V01033,2023-03-30,3,March,T1,Thursday,C036,Minimercado El Vecino,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Carlos Martínez,Agua Cristal 1.5L x12,Agua,2,28000,19000,2,27440.0,54880.0,38000,16880.0
V01034,2023-03-30,3,March,T1,Thursday,C100,Superete El Amigo,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Carlos Martínez,Costeña x30,Cerveza,2,60000,47000,2,58800.0,117600.0,94000,23600.0
V01035,2023-03-30,3,March,T1,Thursday,C052,Superete La Pola,Superete,Ruta La Unión,La Unión,Vereda La Victoria,Andrés Díaz,Agua Cristal 1.5L x12,Agua,10,28000,19000,0,28000.0,280000.0,190000,90000.0
V01036,2023-03-30,3,March,T1,Thursday,C046,Minimercado Don Jorge,Minimercado,Ruta La Unión,La Unión,Vereda El Paraíso,Luis Hernández,Costeña Litro x12,Cerveza,10,55000,43000,0,55000.0,550000.0,430000,120000.0
V01037,2023-03-30,3,March,T1,Thursday,C086,Restaurante La Pola,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Andrés Díaz,Costeña x30,Cerveza,8,60000,47000,5,57000.0,456000.0,376000,80000.0
V01038,2023-03-30,3,March,T1,Thursday,C051,Minimercado El Vecino,Minimercado,Ruta La Unión,La Unión,Vereda La Victoria,Jhon Pérez,Malta Pony x30,Malta,1,48000,36000,0,48000.0,48000.0,36000,12000.0
V01039,2023-03-30,3,March,T1,Thursday,C076,Tienda El Paisa,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Luis Hernández,Club Colombia x24,Cerveza,2,85000,68000,0,85000.0,170000.0,136000,34000.0
V01040,2023-03-30,3,March,T1,Thursday,C026,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Andrés Díaz,Malta Leona x30,Malta,4,46000,35000,0,46000.0,184000.0,140000,44000.0
V01041,2023-03-31,3,March,T1,Friday,C067,Tienda Don Jorge,Tienda,Ruta La Unión,La Unión,Vereda Cañaveral,Luis Hernández,Costeña x30,Cerveza,2,60000,47000,2,58800.0,117600.0,94000,23600.0
V01042,2023-03-31,3,March,T1,Friday,C069,Minimercado El Vecino,Minimercado,Ruta San Marcos,San Marcos,San Marcos Centro,Luis Hernández,Agua Cristal 600ml x24,Agua,6,22000,15000,0,22000.0,132000.0,90000,42000.0
V01043,2023-03-31,3,March,T1,Friday,C002,Restaurante El Paisa,Restaurante,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Malta Pony x30,Malta,5,48000,36000,0,48000.0,240000.0,180000,60000.0
V01044,2023-03-31,3,March,T1,Friday,C090,Tienda El Amigo,Tienda,Ruta San Marcos,San Marcos,Vereda Buenavista,Luis Hernández,Agua Cristal 600ml x24,Agua,4,22000,15000,0,22000.0,88000.0,60000,28000.0
V01045,2023-03-31,3,March,T1,Friday,C107,Tienda El Pariente,Tienda,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Luis Hernández,Club Colombia x24,Cerveza,4,85000,68000,0,85000.0,340000.0,272000,68000.0
V01046,2023-03-31,3,March,T1,Friday,C034,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Vereda Palo Alto,Luis Hernández,Póker Botella x30,Cerveza,10,66000,52000,0,66000.0,660000.0,520000,140000.0
V01047,2023-03-31,3,March,T1,Friday,C032,Minimercado Doña Carmen,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Andrés Díaz,Águila Botella x30,Cerveza,2,68000,54000,0,68000.0,136000.0,108000,28000.0
V01048,2023-03-31,3,March,T1,Friday,C037,Bar/Estadero El Rincón,Bar/Estadero,Ruta Caimito,Caimito,Vereda Palo Alto,Jhon Pérez,Malta Pony x30,Malta,1,48000,36000,2,47040.0,47040.0,36000,11040.0
V01049,2023-03-31,3,March,T1,Friday,C012,Minimercado La Pola,Minimercado,Ruta Caimito,Caimito,Vereda El Palmar,Carlos Martínez,Agua Cristal 600ml x24,Agua,6,22000,15000,2,21560.0,129360.0,90000,39360.0
V01050,2023-03-31,3,March,T1,Friday,C052,Superete La Pola,Superete,Ruta La Unión,La Unión,Vereda La Victoria,Andrés Díaz,Agua Cristal 600ml x24,Agua,10,22000,15000,0,22000.0,220000.0,150000,70000.0
V01051,2023-03-31,3,March,T1,Friday,C087,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Andrés Díaz,Póker Lata x30,Cerveza,9,70000,56000,0,70000.0,630000.0,504000,126000.0
V01052,2023-03-31,3,March,T1,Friday,C096,Tienda El Campesino,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Jhon Pérez,Póker Botella x30,Cerveza,10,66000,52000,0,66000.0,660000.0,520000,140000.0
V01053,2023-03-31,3,March,T1,Friday,C106,Bar/Estadero El Pariente,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Jhon Pérez,Agua Cristal 1.5L x12,Agua,7,28000,19000,0,28000.0,196000.0,133000,63000.0
V01054,2023-04-01,4,April,T2,Saturday,C045,Bar/Estadero La Pola,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Paraíso,Carlos Martínez,Malta Pony x30,Malta,2,48000,36000,0,48000.0,96000.0,72000,24000.0
V01055,2023-04-01,4,April,T2,Saturday,C051,Minimercado El Vecino,Minimercado,Ruta La Unión,La Unión,Vereda La Victoria,Carlos Martínez,Malta Pony x30,Malta,5,48000,36000,0,48000.0,240000.0,180000,60000.0
V01056,2023-04-01,4,April,T2,Saturday,C111,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Carlos Martínez,Póker Botella x30,Cerveza,5,66000,52000,0,66000.0,330000.0,260000,70000.0
V01057,2023-04-01,4,April,T2,Saturday,C088,Minimercado El Paisa,Minimercado,Ruta San Marcos,San Marcos,Vereda Buenavista,Andrés Díaz,Costeña x30,Cerveza,3,60000,47000,0,60000.0,180000.0,141000,39000.0
V01058,2023-04-01,4,April,T2,Saturday,C100,Superete El Amigo,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Carlos Martínez,Póker Botella x30,Cerveza,7,66000,52000,5,62700.0,438900.0,364000,74900.0
V01059,2023-04-01,4,April,T2,Saturday,C023,Bar/Estadero La Esquina,Bar/Estadero,Ruta Caimito,Caimito,Vereda San Pedro,Andrés Díaz,Costeña x30,Cerveza,7,60000,47000,0,60000.0,420000.0,329000,91000.0
V01060,2023-04-01,4,April,T2,Saturday,C059,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Luis Hernández,Póker Lata x30,Cerveza,10,70000,56000,0,70000.0,700000.0,560000,140000.0
V01061,2023-04-01,4,April,T2,Saturday,C016,Minimercado El Paisa,Minimercado,Ruta Caimito,Caimito,Vereda Pueblito,Andrés Díaz,Águila Botella x30,Cerveza,5,68000,54000,0,68000.0,340000.0,270000,70000.0
V01062,2023-04-01,4,April,T2,Saturday,C090,Tienda El Amigo,Tienda,Ruta San Marcos,San Marcos,Vereda Buenavista,Luis Hernández,Costeña Litro x12,Cerveza,4,55000,43000,0,55000.0,220000.0,172000,48000.0
V01063,2023-04-01,4,April,T2,Saturday,C067,Tienda Don Jorge,Tienda,Ruta La Unión,La Unión,Vereda Cañaveral,Andrés Díaz,Agua Cristal 600ml x24,Agua,1,22000,15000,0,22000.0,22000.0,15000,7000.0
V01064,2023-04-01,4,April,T2,Saturday,C041,Restaurante El Rincón,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Carlos Martínez,Agua Cristal 600ml x24,Agua,3,22000,15000,5,20900.0,62700.0,45000,17700.0
V01065,2023-04-01,4,April,T2,Saturday,C089,Tienda Doña Carmen,Tienda,Ruta San Marcos,San Marcos,Vereda Buenavista,Jhon Pérez,Agua Cristal 600ml x24,Agua,5,22000,15000,0,22000.0,110000.0,75000,35000.0
V01066,2023-04-01,4,April,T2,Saturday,C002,Restaurante El Paisa,Restaurante,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Costeña Litro x12,Cerveza,2,55000,43000,5,52250.0,104500.0,86000,18500.0
V01067,2023-04-01,4,April,T2,Saturday,C087,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Andrés Díaz,Águila Lata x30,Cerveza,4,72000,58000,0,72000.0,288000.0,232000,56000.0
V01068,2023-04-01,4,April,T2,Saturday,C027,Tienda El Paisa,Tienda,Ruta Caimito,Caimito,Vereda Las Flores,Carlos Martínez,Malta Leona x30,Malta,2,46000,35000,0,46000.0,92000.0,70000,22000.0
V01069,2023-04-01,4,April,T2,Saturday,C049,Superete El Rincón,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Carlos Martínez,Club Colombia x24,Cerveza,6,85000,68000,0,85000.0,510000.0,408000,102000.0
V01070,2023-04-03,4,April,T2,Monday,C003,Minimercado El Vecino,Minimercado,Ruta Caimito,Caimito,Caimito Centro,Andrés Díaz,Costeña x30,Cerveza,6,60000,47000,5,57000.0,342000.0,282000,60000.0
V01071,2023-04-03,4,April,T2,Monday,C053,Tienda El Pariente,Tienda,Ruta La Unión,La Unión,Vereda La Victoria,Andrés Díaz,Electrolit x12,Electrolit,8,55000,40000,0,55000.0,440000.0,320000,120000.0
V01072,2023-04-03,4,April,T2,Monday,C016,Minimercado El Paisa,Minimercado,Ruta Caimito,Caimito,Vereda Pueblito,Luis Hernández,Malta Pony x30,Malta,5,48000,36000,0,48000.0,240000.0,180000,60000.0
V01073,2023-04-03,4,April,T2,Monday,C045,Bar/Estadero La Pola,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Paraíso,Andrés Díaz,Póker Lata x30,Cerveza,6,70000,56000,0,70000.0,420000.0,336000,84000.0
V01074,2023-04-03,4,April,T2,Monday,C087,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Carlos Martínez,Águila Botella x30,Cerveza,2,68000,54000,0,68000.0,136000.0,108000,28000.0
V01075,2023-04-03,4,April,T2,Monday,C078,Tienda La Pola,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Carlos Martínez,Póker Botella x30,Cerveza,6,66000,52000,0,66000.0,396000.0,312000,84000.0
V01076,2023-04-03,4,April,T2,Monday,C026,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Andrés Díaz,Electrolit x12,Electrolit,5,55000,40000,2,53900.0,269500.0,200000,69500.0
V01077,2023-04-03,4,April,T2,Monday,C074,Tienda La Esquina,Tienda,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Club Colombia x24,Cerveza,8,85000,68000,0,85000.0,680000.0,544000,136000.0
V01078,2023-04-03,4,April,T2,Monday,C084,Superete El Paisa,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Jhon Pérez,Costeña Litro x12,Cerveza,3,55000,43000,0,55000.0,165000.0,129000,36000.0
V01079,2023-04-03,4,April,T2,Monday,C069,Minimercado El Vecino,Minimercado,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Póker Lata x30,Cerveza,4,70000,56000,5,66500.0,266000.0,224000,42000.0
V01080,2023-04-03,4,April,T2,Monday,C023,Bar/Estadero La Esquina,Bar/Estadero,Ruta Caimito,Caimito,Vereda San Pedro,Luis Hernández,Electrolit x12,Electrolit,2,55000,40000,0,55000.0,110000.0,80000,30000.0
V01081,2023-04-03,4,April,T2,Monday,C100,Superete El Amigo,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Costeña Litro x12,Cerveza,2,55000,43000,0,55000.0,110000.0,86000,24000.0
V01082,2023-04-03,4,April,T2,Monday,C037,Bar/Estadero El Rincón,Bar/Estadero,Ruta Caimito,Caimito,Vereda Palo Alto,Jhon Pérez,Agua Cristal 600ml x24,Agua,9,22000,15000,0,22000.0,198000.0,135000,63000.0
